,,Selecta Fasteners,,,,,,,,,,
,Effective 4-18-22,,,,,,,,,,,
Item ID,UPC,Desc,Net Per,4-18-22 Price Net,Price EA,,,,,,,
AKHN,78103522150,ASSORTMENT KIT - HEX NUTS,1,12.7013,12.7013,,,,,,,
AKHWS10,78103522111,ASS'T KIT-#10 HEX WSHR SLT SCRW,1,16.8075,16.8075,,,,,,,
AKHWS8,78103522110,ASSORT KIT - #8 HEX WSHR SLT SCRW,1,14.3213,14.3213,,,,,,,
AKLW,78103522170,ASS'T KIT/SPLT LOCK WSHRS,1,10.7663,10.7663,,,,,,,
AKPC10,78103522101,ASSORT KIT-#10 PAN HD COMBO SMS ZN,1,14.0513,14.0513,,,,,,,
AKPC8,78103522100,ASSRT KIT - #8 PAN COMBO T/S,1,12.3188,12.3188,,,,,,,
AKPSQ10,78103522121,ASSORTMENT KIT - #10 PAN HD SQR DRIV SCRWS,1,16.8075,16.8075,,,,,,,
AKPSQ8,78103522120,ASSORTMENT KIT - #8 PAN HEAD SQUARE DRIVE,1,14.3213,14.3213,,,,,,,
AKRHC1032,78103522147,ASSORTMENT KIT 10-32 RD COMBO M/S,1,12.5438,12.5438,,,,,,,
AKRHC1420,78103522149,ASSORTMENT KIT 1/4-20 RD COMBO M/S,1,11.8238,11.8238,,,,,,,
AKRHC632,78103522144,ASSORTMENT KIT 6-32 RD COMBO M/S,1,12.5438,12.5438,,,,,,,
AKRHC832,78103522145,ASSORTMENT KIT 8-32 RD COMBO M/S,1,13.905,13.905,,,,,,,
AKSAE,78103522160,ASSORTMENT KIT - FLAT SAE WASHERS,1,11.79,11.79,,,,,,,
AKTKH810,78103522130,ASSORT KIT #8-10 HEX WSH S/D SCREW,1,22.6688,22.6688,,,,,,,
AKTKP810,78103522134,ASSRT KIT #8-10 PAN PHIL S/D SCREW,1,17.505,17.505,,,,,,,
AKTKSQ810,78103522138,ASSORTMENT KIT - #8-10 PAN SQUARE DRIVE SCREW,1,17.505,17.505,,,,,,,
AL14,78103520703,1/4 X 3 ACOUSTICAL LAG SCREW,100,12.8363,0.1284,,,,,,,
AL14J,78103560703,1/4 X 3 ACOUSTICAL LAG SCRW/JAR,100,13.1063,0.1311,,,,,,,
ATW16,78103523050,16 GAUGE TIE WIRE 3.5# COILS,1,8.8473,8.8473,,,,,,,
ATWG16,78103523051,16 GAGE TIE WIRE 3.5# COILS - GALV,1,13.9275,13.9275,,,,,,,
BC-3,78103530875,"24"" BUNGEE CORD (3 PAK)",1,5.9513,5.9513,,,,,,,
BC-6,78103530876,"BUNGEE CORD (6) MULTI-PAK (1) 30"" (1) 24"" (2) 18"" (2) 10""",1,7.4588,7.4588,,,,,,,
BCS100,78103523015,"1-1/4""L X 9/16""W CABLE STAPLES {5M/BULK}",100,2.3513,0.0235,,,,,,,
BCS40,78103523012,"1""L X 1/2""W CABLE STAPLE {10M/BULK}",100,2.1825,0.0218,,,,,,,
BHD1213,78103525513,"1/2 X 13"" BELL HANGER DRILL",1,15.8175,15.8175,,,,,,,
BHD1218,78103525518,"1/2 X 18"" BELLS HANGER DRILL",1,20.0925,20.0925,,,,,,,
BHD1224,78103525522,"1/2 X 24"" BELL HANGER DRILL",1,25.8638,25.8638,,,,,,,
BHD1413,78103525510,"1/4 X 12"" BELL HANGER DRILLS",1,13.68,13.68,,,,,,,
BHD1418,78103525514,"1/4 X 18"" BELL HANGER DRILL",1,14.715,14.715,,,,,,,
BHD1424,78103525519,"1/4 X 24"" BELL HANGER DRILL",1,20.7225,20.7225,,,,,,,
BHD3813,78103525512,"3/8 X 12"" BELL HANGER DRILL",1,15.1088,15.1088,,,,,,,
BHD3818,78103525517,"3/8 X 18"" BELL HANGER DRILL",1,17.64,17.64,,,,,,,
BHD3824,78103525521,"3/8 X 24"" BELL HANGER DRILL",1,23.4,23.4,,,,,,,
BHD51613,78103525511,"5/16 X 12"" BELL HANGER DRILL",1,14.625,14.625,,,,,,,
BHD51618,78103525516,"5/16 X 18"" BELL HANGER DRILL",1,16.3688,16.3688,,,,,,,
BHD51624,78103525520,"5/16 X 24"" BELL HANGER DRILL",1,22.455,22.455,,,,,,,
BL-1,78103529421,"BIGG LUGG ""BELT CLIP TOOL HOLDER""",1,10.9913,10.9913,,,,,,,
BN1024,78103517105,10-24 BRASS HEX M/S NUTS,100,Call,Call,,,,,,,
BN1024J,78103557105,10-24 BRASS HEX M/S NUTS IN JAR,100,Call,Call,,,,,,,
BN1032,78103517106,10-32 BRASS HEX M/S NUTS,100,Call,Call,,,,,,,
BN1032J,78103557106,10-32 BRASS HEX M/S NUTS IN JAR,100,Call,Call,,,,,,,
BN1213J,78103557113,1/2-13 BRASS FIN. HEX NUTS IN JAR,100,Call,Call,,,,,,,
BN1420,78103517107,1/4-20 BRASS FIN. HEX NUTS,100,Call,Call,,,,,,,
BN1420J,78103557107,1/4-20 BRASS FIN. HEX NUTS IN JAR,100,Call,Call,,,,,,,
BN3816J,78103557111,3/8-16 BRASS FINISH NUT IN JAR,100,Call,Call,,,,,,,
BN632,78103517102,6-32 BRASS HEX M/S NUTS,100,Call,Call,,,,,,,
BN632J,78103557102,6-32 BRASS HEX M/S NUTS IN JAR,100,Call,Call,,,,,,,
BN832,78103517104,8-32 BRASS HEX M/S NUTS,100,Call,Call,,,,,,,
BN832J,78103557104,8-32 BRASS HEX M/S NUTS IN JAR,100,Call,Call,,,,,,,
BPDEPBP,78103530611,DOUBLE ENDED POWER BIT #2 PHIL 2/BLSTR,1,3.96,3.96,,,,,,,
BPDEPBPS,78103530612,DBL END POWR BIT #8 SLT/#2 PHIL,1,3.33,3.33,,,,,,,
BPDSC14,78103530630,"1/BLSTR 1/4"" HEX CHUCK",1,3.96,3.96,,,,,,,
